	Acceleration	Available from	Braking	Default Radio Stations	Discounted Price	Drive Train	Game Edition	Gears	Handling	Manufacturer	Mass / Weight	Notes	Overall	Purchase Price	Release Date	Seats	Sell	Sell Price - Resale	Sell Price - Stolen	Speed	Storage Location	Title Update	Top Speed	Variants	Vehicle Class	Vehicle Features
space-docker.html	60.00	Bonus Reward	21.00	The Blue Ark		RWD	Story Mode, GTA Online - Next Gen	5	60.61	BF	2000	Special Vehicle given as a Reward in Story Mode after collecting all Spaceship Parts.	53.51		September 17, 2013	2	Cannot be sold			72.43	Pegasus Vehicle	1.01 Game Launch	135		Off-Road	
speedo-custom.html	50.00		21.67			RWD	GTA Online - Next Gen	5	57.58	Vapid	2500	This vehicle gets awarded to the player for FREE when buying a Nightclub Business. It cannot be purchased separately.	49.75		July 24, 2018	4	Cannot be sold			69.75	Nightclub Warehouse	1.44 After Hours	130		Vans	
speedophile-seashark.html	73.53	DockTease					All Editions		4.00	Speedophile	400		52.59	16899	September 17, 2013	2	Cannot be sold			80.25	Pegasus Vehicle	1.01 Game Launch	130	Galaxy Super Yacht Variant (Different Livery; Higher-end)	Boats	
stafford.html	50.00	Legendary Motorsport	15.00			RWD	GTA Online - Next Gen	4	60.61	Enus	2110		47.50	1272000	July 31, 2018	4	Can be sold only if purchased (High-End)	763200		64.39	Garage (Personal Vehicle)	1.44 After Hours	120		Sedans	
stanley-fieldmaster.html	37.50	Cannot be acquired	10.00			RWD	All Editions	5	51.52	Stanley	6500		30.79		September 17, 2013	1	Cannot be sold			24.14	Cannot be stored	1.01 Game Launch	45		Utility	Towing Hitch
stanley-tractor.html	20.00	Bonus Reward	10.00			RWD	Story Mode, GTA Online - Next Gen	3	36.36	Stanley	2400	In Story Mode, the Epsilon Tractor is given to the player after completion of the path of enlightenment for the Epsilon Program.	21.96		September 17, 2013	1	Cannot be sold			21.46	Pegasus Vehicle	1.01 Game Launch	40		Utility	Towing Hitch
submersible.html	47.06	Cannot be acquired					All Editions		0.00		3000		31.12		September 17, 2013	1	Cannot be sold			46.30	Cannot be stored	1.01 Game Launch	75		Boats	Submersible
swinger.html	97.50	Legendary Motorsport	31.67			RWD	GTA Online - Next Gen	5	72.73	Ocelot	900		71.26	909000	July 24, 2018	2	Can be sold only if purchased (High-End)	545400		83.17	Garage (Personal Vehicle)	1.44 After Hours	160		Sports Classic	
terrorbyte.html	40.00	Warstock Cache & Carry	8.33			RWD	GTA Online - Next Gen	6	59.09	Benefactor	10000	Gives access to Client Jobs. The touchscreen computer inside the Nerve Center also allows to launch Steal and Resupply missions for all the GTA Online Businesses owned by the player.	42.95	1375000	August 14, 2018	4	Can be sold only if purchased (High-End)	825000		64.39	Nightclub Warehouse	1.44 After Hours	120		Commercial, Military	Armed Vehicle, Vehicles Workshop
titan.html	57.00	Elitas Travel	25.00			RWD	All Editions		30.00		38000		49.41	2000000	September 17, 2013	10	Cannot be sold			85.65	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	282		Planes	
tm-02-khanjali-tank.html	25.00	Warstock Cache & Carry	6.67		2895000	AWD	GTA Online - Next Gen	1	77.27		30000	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Doomsday Heist Mission. Requires a Facility Property.	34.88	3850350	December 12, 2017	4	Cannot be sold			30.58	Facility Property	1.42 The Doomsday Heist	57		Military	Weaponized Vehicle, Armed Vehicle, Armored Vehicle
toros.html	80.00	Legendary Motorsport	26.67			AWD	GTA Online - Next Gen	8	69.70	Pegassi	2200		64.88	498000	December 18, 2018	4	Can be sold only if purchased (High-End)	298800		83.17	Garage (Personal Vehicle)	1.46 Arena War	155		SUVs	
tri-cycles-race-bike.html	16.88	Can be stolen / found, Pedal and Metal Cycles	41.67			RWD	All Editions		28.03		110		30.09	10000	September 17, 2013	1	Cannot be sold			33.80	Garage (Personal Vehicle)	1.01 Game Launch	63		Cycles	
truffade-adder.html	80.00	Legendary Motorsport	33.33	FlyLo FM, Soulwax FM		AWD	All Editions	6	75.76	Truffade	1800		68.73	1000000	September 17, 2013	2	Can be sold only if purchased (High-End)	600000		85.85	Garage (Personal Vehicle)	1.01 Game Launch	160		Super	
truffade-nero-custom.html	85.01	Benny's Original Motor Works	36.67			AWD	GTA Online - Next Gen	6	81.06	Truffade	1800	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	72.17	605000	December 20, 2016	2	Can be sold only if purchased (High-End)	363000		85.96	Garage (Personal Vehicle)	1.37 Import/Export	160		Super	Custom Vehicle
truffade-nero.html	84.38	Benny's Original Motor Works	33.33			AWD	GTA Online - Next Gen	6	80.30	Truffade	1995		70.96	1440000	December 20, 2016	2	Can be sold only if purchased (High-End)	864000		85.85	Garage (Personal Vehicle)	1.37 Import/Export	160		Super	
truffade-thrax.html	85.04	Legendary Motorsport	40.00				GTA Online - Next Gen		100.00	Truffade		The Truffade Thrax can also be won (for free) by spinning the Lucky Wheel at The Diamond Casino & Resort during the opening week starting on July 23, 2019.	77.52	2325000	July 23, 2019	2	Can be sold only if purchased (High-End)	1395000		85.04	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Super	
truffade-z-type.html	55.00	Legendary Motorsport	13.33	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	4	50.00	Truffade	1000		48.36	950000	September 17, 2013	2	Can be sold only if purchased (High-End)	570000		75.12	Garage (Personal Vehicle)	1.01 Game Launch	154		Sports Classic	
tulip.html	80.00	Southern S.A. Super Autos	16.67			RWD	GTA Online - Next Gen	4	68.18	Declasse	1545		61.00	718000	January 15, 2019	4	Can be sold only if purchased (High-End)	430800		79.14	Garage (Personal Vehicle)	1.46 Arena War	148		Muscle	
ubermacht-oracle-xs.html	65.00	Can be stolen / found, Southern S.A. Super Autos	30.00	East Los FM, Los Santos Rock Radio		RWD	All Editions	5	68.18	Ubermacht	1850		60.92	82000	September 17, 2013	4	Can be sold if purchased or stolen	49200	8200	80.48	Garage (Personal Vehicle)	1.01 Game Launch	150		Coupes	
ubermacht-oracle.html	67.50	Can be stolen / found, Southern S.A. Super Autos	30.00	East Los FM, Los Santos Rock Radio		RWD	All Editions	5	68.18	Ubermacht	1900		61.54	80000	September 17, 2013	4	Can be sold if purchased or stolen	48000	8000	80.48	Garage (Personal Vehicle)	1.01 Game Launch	150		Coupes	
ubermacht-revolter.html	87.50	Legendary Motorsport	26.67			AWD	GTA Online - Next Gen	6	68.18	Ubermacht	2600		64.37	1610000	January 23, 2018	4	Can be sold only if purchased (High-End)	966000		75.12	Garage (Personal Vehicle)	1.42 The Doomsday Heist	140		Sports	Armed Vehicle
ubermacht-sc1.html	77.50	Legendary Motorsport	37.33			RWD	GTA Online - Next Gen	6	80.30	Ubermacht	1400		70.11	1603000	December 12, 2017	2	Can be sold only if purchased (High-End)	961800		85.31	Garage (Personal Vehicle)	1.42 The Doomsday Heist	159		Super	
ubermacht-sentinel-classic.html	66.25	Southern S.A. Super Autos	26.67			RWD	GTA Online - Next Gen	5	68.18	Ubermacht	1100		59.05	650000	December 19, 2017	2	Can be sold only if purchased (High-End)	390000		75.12	Garage (Personal Vehicle)	1.42 The Doomsday Heist	140		Sports	
ubermacht-sentinel-xs.html	52.50	Can be stolen / found, Southern S.A. Super Autos	30.00	Worldwide FM		RWD	All Editions	6	74.24	Ubermacht	1400		58.23	60000	September 17, 2013	2	Can be sold if purchased or stolen	36000	6000	76.19	Garage (Personal Vehicle)	1.01 Game Launch	142		Coupes	
ubermacht-sentinel.html	52.50	Can be stolen / found, Southern S.A. Super Autos	30.00	Space 103.2, The Lowdown 91.1		RWD	All Editions	6	74.24	Ubermacht	1400		58.23	95000	September 17, 2013	2	Can be sold if purchased or stolen	57000	9500	76.19	Garage (Personal Vehicle)	1.01 Game Launch	142		Coupes	Convertible (Soft-top)
ubermacht-zion-cabrio.html	55.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Non-Stop-Pop FM		RWD	All Editions	6	78.79	Ubermacht	1400		60.40	65000	September 17, 2013	2	Can be sold if purchased or stolen	39000	6500	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Coupes	Convertible (Soft-top)
ubermacht-zion.html	55.00	Can be stolen / found, Southern S.A. Super Autos	30.00	FlyLo FM, Soulwax FM		RWD	All Editions	6	78.79	Ubermacht	1400		60.40	60000	September 17, 2013	2	Can be sold if purchased or stolen	36000	6000	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Coupes	
v-65-molotok.html	43.30	Warstock Cache & Carry	50.00		3600000	FWD	GTA Online - Next Gen		2.48		3200	*The discounted SecuroServ Trade Price becomes available after the player has completed 18 Air Freight Cargo Missions.	48.94	4788000	August 29, 2017	1	Can be sold only if purchased (High-End)	2872800		99.98	Hangar (Personal Aircraft)	1.41 Smuggler's Run	329		Planes	Armed Vehicle
vagner.html	92.50	Legendary Motorsport	37.33			RWD	GTA Online - Next Gen	6	91.69	Dewbauchee	1000		76.96	1535000	June 30, 2017	2	Can be sold only if purchased (High-End)	921000		86.33	Garage (Personal Vehicle)	1.40 Gunrunning Pack	161		Super	
vamos.html	82.50	Southern S.A. Super Autos	16.67	East Los FM		RWD	GTA Online - Next Gen	4	68.18	Declasse	1380		61.29	596000	February 14, 2019	2	Can be sold only if purchased (High-End)	357600		77.80	Garage (Personal Vehicle)	1.46 Arena War	145		Muscle	
vapid-benson.html	40.00	Cannot be acquired	8.33	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		AWD	All Editions	5	53.03	Vapid	7000		42.78		September 17, 2013	2	Cannot be sold			69.75	Cannot be stored	1.01 Game Launch	130		Commercial	
vapid-blade.html	81.00	Southern S.A. Super Autos	26.67	Channel X		RWD	All Editions	5	67.58	Vapid	1200		63.26	160000	June 17, 2014	2	Can be sold only if purchased (High-End)	96000		77.80	Garage (Personal Vehicle)	1.14 I'm Not a Hipster	145		Muscle	
vapid-bobcat-xl.html	45.00	Can be stolen / found, Southern S.A. Super Autos	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	5	59.09	Vapid	2600		50.13	23000	September 17, 2013	2	Can be sold if purchased or stolen	13800	2300	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Vans	Towing Hitch
vapid-bullet.html	82.50	Legendary Motorsport	26.67	Space 103.2, The Lowdown 91.1		RWD	All Editions	5	77.27	Vapid	1100		67.00	155000	September 17, 2013	2	Can be sold only if purchased (High-End)	93000		81.56	Garage (Personal Vehicle)	1.01 Game Launch	152		Super	
vapid-caracara.html	75.00	Warstock Cache & Carry	9.00			AWD	GTA Online - Next Gen	5	68.18	Vapid	3500		56.15	1775000	April 3, 2018	5	Can be sold only if purchased (High-End)	1065000		72.43	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	135		Off-Road	Weaponized Vehicle, Armed Vehicle
vapid-chino-custom.html	52.50	Benny's Original Motor Works	20.00			RWD	GTA Online - Next Gen	4	62.73	Vapid	2400	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	51.24	180000	October 20, 2015	2	Can be sold only if purchased (High-End)	108000		69.75	Garage (Personal Vehicle)	1.30 Lowriders	130		Muscle	Custom Vehicle
vapid-chino.html	70.00	Legendary Motorsport, Benny's Original Motor Works	26.67			RWD	All Editions	4	68.18	Vapid	2300		59.99	225000	July 8, 2015	2	Can be sold only if purchased (High-End)	135000		75.12	Garage (Personal Vehicle)	1.28 Ill-Gotten Gains Part 2	130		Muscle	
vapid-contender.html	65.00	Southern S.A. Super Autos	20.00			AWD	GTA Online - Next Gen	5	63.64	Vapid	2750		55.27	250000	July 26, 2016	4	Can be sold only if purchased (High-End)	150000		72.43	Garage (Personal Vehicle)	1.35 Cunning Stunts	135		SUVs	
vapid-desert-raid.html	84.75	Southern S.A. Super Autos	10.00			AWD	GTA Online - Next Gen	5	75.76	Vapid	2200		61.41	695000	July 12, 2016	2	Can be sold only if purchased (High-End)	417000		75.12	Garage (Personal Vehicle)	1.35 Cunning Stunts	140		Off-Road	
vapid-dominator-gtx.html	83.75	Southern S.A. Super Autos	16.67			RWD	GTA Online - Next Gen	5	77.88	Vapid	1670		64.09	725000	May 8, 2018	2	Can be sold only if purchased (High-End)	435000		78.07	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	146		Muscle	
vapid-dominator-pisswasser.html	77.50	Southern S.A. Super Autos	30.00	FlyLo FM, Soulwax FM		RWD	Next Gen, RP Bonus	5	69.70	Vapid	1500	Originally exclusive to Next Gen Single Player mode, was made available to all players in GTA Online with the Cunning Stunts Update. FREE for Returning Players.	64.02	315000	November 18, 2014	2	Can be sold only if purchased (High-End)	189000		78.87	Garage (Personal Vehicle)	1.18 Next Gen Release	147		Muscle	
vapid-dominator.html	72.50	Can be stolen / found, Southern S.A. Super Autos, ArenaWar.tv	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio	26250	RWD	All Editions	5	68.18	Vapid	1600		61.29	35000	September 17, 2013	2	Can be sold if purchased or stolen	21000	3500	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Muscle	
vapid-ellie.html	81.25	Southern S.A. Super Autos	16.67			RWD	GTA Online - Next Gen	5	77.27	Vapid	1370		62.64	565000	March 27, 2018	2	Can be sold only if purchased (High-End)	339000		75.39	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	141		Muscle	
vapid-flash-gt.html	80.00	Legendary Motorsport	33.33			AWD	GTA Online - Next Gen	6	100.00	Vapid	1200		73.72	1675000	April 17, 2018	2	Can be sold only if purchased (High-End)	1005000		81.56	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	152		Sports	
vapid-fmj.html	91.38	Legendary Motorsport	36.67			RWD	GTA Online - Next Gen	6	81.82	Vapid	1315		73.71	1750000	June 7, 2016	2	Can be sold only if purchased (High-End)	1050000		84.99	Garage (Personal Vehicle)	1.34 Further Adventures in Finance and Felony	158		Super	
vapid-gb200.html	78.75	Legendary Motorsport	33.33			AWD	GTA Online - Next Gen	6	100.00	Vapid	1180		73.41	940000	March 20, 2018	2	Can be sold only if purchased (High-End)	564000		81.56	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	152		Sports	
vapid-guardian.html	52.50	Southern S.A. Super Autos	20.00	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		AWD	GTA Online - All Platforms	6	60.61	Vapid	3800		50.71	375000	March 10, 2015	6	Can be sold only if purchased (High-End)	225000		69.75	Garage (Personal Vehicle)	1.21 Heists DLC	130		Industrial, Off-Road	
vapid-hotknife.html	75.00	Legendary Motorsport	14.33	Channel X		RWD	All Editions, Collector's Edition	5	56.06	Vapid	700	FREE for Collector's Edition owners	55.13	90000	September 17, 2013	2	Can be sold only if purchased (High-End)	54000		75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Muscle	
vapid-hustler.html	75.00	Legendary Motorsport	14.33			RWD	GTA Online - Next Gen	5	59.09	Vapid	1000		55.89	625000	February 13, 2018	2	Can be sold only if purchased (High-End)	375000		75.12	Garage (Personal Vehicle)	1.42 The Doomsday Heist	140		Muscle	
vapid-minivan-custom.html	37.50	Benny's Original Motor Works	15.00			AWD	GTA Online - Next Gen	4	58.33	Vapid	2200	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	44.48	330000	April 12, 2016	4	Can be sold only if purchased (High-End)	198000		67.07	Garage (Personal Vehicle)	1.33 Lowriders: Custom Classics	125		Vans	Custom Vehicle
vapid-minivan.html	37.50	Can be stolen / found, Southern S.A. Super Autos, Benny's Original Motor Works	13.33	Space 103.2, The Lowdown 91.1		AWD	All Editions	4	57.58	Vapid	2000		43.87	30000	September 17, 2013	4	Can be sold if purchased or stolen	18000	3000	67.07	Garage (Personal Vehicle)	1.01 Game Launch	125		Vans	
vapid-peyote.html	40.00	Can be stolen / found	8.33			RWD	All Editions	4	56.06	Vapid	2100		43.54		September 17, 2013	2	Can be sold only if stolen		1200	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130	Gang Variants (Cannot be purchased)	Sports Classic	
vapid-police-cruiser-interceptor.html	75.00	Cannot be acquired	40.00			RWD	All Editions	5	77.88	Vapid	1450		68.34		September 17, 2013	4	Cannot be sold			80.48	Cannot be stored	1.01 Game Launch	150		Emergency	
vapid-police-cruiser.html	50.00	Cannot be acquired	30.00			RWD	All Editions	5	77.27	Vapid	1400		58.77		September 17, 2013	4	Cannot be sold			77.80	Cannot be stored	1.01 Game Launch	145		Emergency	
vapid-police-prison-bus.html	35.00	Warstock Cache & Carry	8.33		550000	RWD	All Editions	4	40.91	Vapid	9000	*The discounted Price becomes available after the player has completed the related Heist Mission.	33.13	731500	September 17, 2013	11	Cannot be sold			48.29	Pegasus Vehicle	1.01 Game Launch	90		Emergency	
vapid-radius.html	50.00	Can be stolen / found, Southern S.A. Super Autos	26.67	The Blue Ark		AWD	All Editions	5	68.18	Vapid	2400		54.99	32000	September 17, 2013	4	Can be sold if purchased or stolen	19200	3200	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		SUVs	
vapid-retinue.html	72.50	Southern S.A. Super Autos	16.67			RWD	GTA Online - Next Gen	4	62.12	Vapid	900		55.93	615000	August 29, 2017	2	Can be sold only if purchased (High-End)	369000		72.43	Garage (Personal Vehicle)	1.41 Smuggler's Run	140		Sports Classic	
vapid-riata.html	62.50	Southern S.A. Super Autos	10.00			AWD	GTA Online - Next Gen	4	62.12	Vapid	2300		51.76	380000	December 12, 2017	2	Can be sold only if purchased (High-End)	228000		72.43	Garage (Personal Vehicle)	1.42 The Doomsday Heist	135		Off-Road	
vapid-sadler.html	50.00	Can be stolen / found, Southern S.A. Super Autos	20.00	East Los FM		AWD	All Editions	5	62.12	Vapid	2100		50.47	35000	September 17, 2013	4	Can be sold if purchased or stolen	21000	3500	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130	Snow Variant (North Yankton - cannot be purchased)	Utility	Towing Hitch
vapid-sandking-swb.html	50.00	Can be stolen / found, Southern S.A. Super Autos	20.00			AWD	All Editions	6	60.61	Vapid	2400		50.09	38000	September 17, 2013	2	Can be sold if purchased or stolen	22800	3800	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Off-Road	
vapid-sandking-xl.html	50.00	Can be stolen / found, Southern S.A. Super Autos	20.00	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		AWD	All Editions	6	60.61	Vapid	2400		50.09	45000	September 17, 2013	4	Can be sold if purchased or stolen	27000	4500	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Off-Road	
vapid-scrap-truck.html	32.50	Cannot be acquired	8.33			RWD	All Editions	5	48.48	Vapid	5000		36.41		September 17, 2013	2	Cannot be sold			56.34	Cannot be stored	1.01 Game Launch	105		Utility	
vapid-sheriff-cruiser.html	60.00	Cannot be acquired	20.00			RWD	All Editions	5	68.18	Vapid	1400		56.50		September 17, 2013	4	Cannot be sold			77.80	Cannot be stored	1.01 Game Launch	145		Emergency	
vapid-slamvan-custom.html	62.50	Benny's Original Motor Works	20.00			RWD	GTA Online - Next Gen	4	71.21	Vapid	1400	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	56.54	394250	March 15, 2016	2	Can be sold only if purchased (High-End)	236550		72.43	Garage (Personal Vehicle)	1.33 Lowriders: Custom Classics	135		Muscle	Custom Vehicle
vapid-slamvan.html	62.50	Southern S.A. Super Autos, Benny's Original Motor Works, ArenaWar.tv	20.00	Rebel Radio	37125	RWD	All Editions	4	50.00	Vapid	1200		51.23	49500	December 18, 2014	2	Can be sold only if purchased (High-End)	29700		72.43	Garage (Personal Vehicle)	1.19 Festive Surprise 2014	135	"Gang Variant: ""The Lost"" Slamvan (Mission-only, cannot be purchased)"	Muscle	
vapid-speedo.html	45.00	Can be stolen / found	20.00	Radio Los Santos, The Lab, West Coast Classics		RWD	All Editions	5	54.55	Vapid	2500		47.32		September 17, 2013	4	Can be sold only if stolen		1500	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Vans	
vapid-stanier.html	50.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Worldwide FM		RWD	All Editions	5	74.24	Vapid	1800		57.34	10000	September 17, 2013	4	Can be sold if purchased or stolen	6000	1000	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Sedans	
vapid-taxi.html	50.00	Bonus Reward	30.00	East Los FM, West Coast Talk Radio (WCTR)		RWD	All Editions	5	77.27	Vapid	1400	A special Red variant of the Taxi can be unlocked in GTA Online as Pegasus Vehicle after December 11, 2018 as an exclusive reward when reaching Sponsorship Tier 25 in Arena War.	58.50		September 17, 2013	4	Cannot be sold			76.73	Pegasus Vehicle	1.01 Game Launch	143		Service	
vapid-the-liberator.html	100.00	Warstock Cache & Carry	21.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		AWD	All Editions	3	63.64	Vapid	4000	Available to be purchased only during the annual Independence Special	61.08	556511	July 1, 2014	2	Cannot be sold			59.02	Pegasus Vehicle	1.15 Independence Day	110		Off-Road	
vapid-tow-truck-large.html	37.50	Cannot be acquired	8.33	Rebel Radio		RWD	Story Mode	4	48.48	Vapid	5000		37.66		September 17, 2013	2	Cannot be sold			56.34	Cannot be stored	1.01 Game Launch	105		Utility	Towing Hitch
vapid-tow-truck.html	37.50	Cannot be acquired	8.33	Rebel Radio		RWD	Story Mode	4	48.48	Vapid	5000		37.66		September 17, 2013	2	Cannot be sold			56.34	Cannot be stored	1.01 Game Launch	100		Utility	Towing Hitch
vapid-trophy-truck.html	84.75	Southern S.A. Super Autos	10.00			AWD	GTA Online - Next Gen	5	75.76	Vapid	2200		61.41	550000	July 12, 2016	2	Can be sold only if purchased (High-End)	330000		75.12	Garage (Personal Vehicle)	1.35 Cunning Stunts	140		Off-Road	
vapid-unmarked-cruiser.html	50.00	Cannot be acquired	30.00			RWD	Story Mode	5	77.27	Vapid	1400		58.77		September 17, 2013	4	Cannot be sold			77.80	Cannot be stored	1.01 Game Launch	145		Emergency	
vapid-utility-truck-contender.html	30.00	Cannot be acquired	8.33			RWD	All Editions	4	48.48	Vapid	3500		37.13		September 17, 2013	2	Cannot be sold			61.70	Cannot be stored	1.01 Game Launch	115		Utility	
volatol.html	28.58	Warstock Cache & Carry	32.50		2800000		GTA Online - Next Gen		1.01		40000	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Doomsday Heist Mission. Requires a Facility Property.	34.54	3724000	December 12, 2017	4	Can be sold only if purchased (High-End)	2234400		76.07	Hangar (Personal Aircraft)	1.42 The Doomsday Heist	250		Planes	Armed Vehicle
vom-feuer-anti-aircraft-trailer.html		Warstock Cache & Carry			1400000	RWD	GTA Online - Next Gen			Vom Feuer	1000	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Mobile Operations Mission.		1862000	June 13, 2017	1	Cannot be sold				Bunker	1.40 Gunrunning Pack			Military	Weaponized Vehicle, Armed Vehicle
vulcar-fagaloa.html	52.50	Southern S.A. Super Autos	25.83			RWD	GTA Online - Next Gen	3	71.97	Vulcar	1100		53.67	335000	March 20, 2018	4	Can be sold only if purchased (High-End)	201000		64.39	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	120		Sports Classic	
vulcar-ingot.html	35.00	Can be stolen / found, Southern S.A. Super Autos	20.00			FWD	All Editions	5	59.09	Vulcar	1400		45.29	9000	September 17, 2013	4	Can be sold if purchased or stolen	5400	900	67.07	Garage (Personal Vehicle)	1.01 Game Launch	125		Sedans	
vulcar-warrener.html	61.25	Southern S.A. Super Autos	31.67			RWD	All Editions	5	65.45	Vulcar	1300		58.37	120000	June 17, 2014	4	Can be sold only if purchased (High-End)	72000		75.12	Garage (Personal Vehicle)	1.14 I'm Not a Hipster	140		Sedans	
vysser-neo.html	96.75	Legendary Motorsport	40.00				GTA Online - Next Gen		79.39	Vysser			75.61	1875000	August 1, 2019	2	Can be sold only if purchased (High-End)	1125000		86.30	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Sports	
weeny-issi-classic.html	65.00	Southern S.A. Super Autos, ArenaWar.tv	10.00		270000	FWD	GTA Online - Next Gen	4	60.61	Weeny	650		50.67	360000	April 17, 2018	2	Can be sold only if purchased (High-End)	216000		67.07	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	125		Compacts	
weeny-issi.html	57.50	Can be stolen / found, Southern S.A. Super Autos	20.00	Non-Stop-Pop FM		FWD	All Editions	5	62.12	Weeny	1200		53.01	18000	September 17, 2013	2	Can be sold if purchased or stolen	10800	1800	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		Compacts	Convertible (Soft-top)
western-bagger.html	52.50	Can be stolen / found, Southern S.A. Super Autos	40.00	Radio Los Santos, The Lab, West Coast Classics		RWD	All Editions	4	50.00	Western	230	Franklin's bike	53.06	16000	September 17, 2013	2	Can be sold if purchased or stolen	9600	1600	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Motorcycles	
western-cliffhanger.html	79.50	Southern S.A. Super Autos	36.67			RWD	GTA Online - Next Gen	4	68.18	Western	140		65.87	225000	July 19, 2016	2	Can be sold only if purchased (High-End)	135000		79.14	Garage (Personal Vehicle)	1.35 Cunning Stunts	148		Motorcycles	
western-company-annihilator.html	83.93	Elitas Travel					GTA Online - All Platforms		75.00	Western Company	13000		78.56	1825000	October 1, 2013	6	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	160		Helicopters	Armed Vehicle
western-company-besra.html	100.00	Elitas Travel	100.00			FWD	All Editions		39.21	Western Company	8000		84.80	1150000	August 19, 2014	1	Cannot be sold			99.98	Pegasus Vehicle, Hangar (Personal Aircraft)	1.16 SA Flight School	329		Planes	
western-company-cargobob.html	91.07	Warstock Cache & Carry					All Editions		74.04	Western Company	15000	Made available for purchase in GTA Online with the Further Adventures in Finance and Felony Update on June 7, 2016	80.62	1790000	September 17, 2013	10	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	160		Helicopters	Towing Hitch
western-company-cuban-800.html	60.00	Elitas Travel	25.00			RWD	All Editions		62.72	Western Company	5000		58.12	240000	September 17, 2013	2	Cannot be sold			84.74	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	277		Planes	Armed Vehicle
western-company-duster.html	50.00	Elitas Travel	50.00			RWD	All Editions		82.00	Western Company	2000		64.50	275000	September 17, 2013	2	Cannot be sold			76.01	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	250		Planes	
western-company-mallard.html	100.00	Elitas Travel	25.00			FWD	All Editions		100.00	Western Company	1000		77.89	250000	September 17, 2013	1	Cannot be sold			86.54	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	284		Planes	
western-company-rogue.html	54.77	Warstock Cache & Carry	50.00		1200000	FWD	GTA Online - Next Gen		5.55	Western Company	4200	*The discounted SecuroServ Trade Price becomes available after the player has completed 6 Air Freight Cargo Missions.	52.58	1596000	August 29, 2017	2	Can be sold only if purchased (High-End)	957600		99.98	Hangar (Personal Aircraft)	1.41 Smuggler's Run	329		Planes	Armed Vehicle
western-daemon-custom.html	65.50	Southern S.A. Super Autos	20.00	Channel X		RWD	GTA Online - Next Gen	4	56.06	Western	250		53.50	145000	October 11, 2016	2	Can be sold only if purchased (High-End)	87000		72.43	Garage (Personal Vehicle)	1.36 Bikers	135		Motorcycles	
western-daemon.html	65.00	Can be stolen / found	20.00	Channel X		RWD	All Editions	5	56.06	Western	250		53.37		September 17, 2013	2	Can be sold only if stolen		2000	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		Motorcycles	
